Ferramenta,Data adicionado,Descrição,Free,Online,Status,link,Área
libsna,13/04/2022   (BRT),Biblioteca de código aberto Python para análise de redes sociais.,Free,,Ativo,http://www.libsna.org/,"Análise de gráficos e redes sociais, links e visualização"
WITNESS Miner,13/04/2022   (BRT),"uma ferramenta gráfica de mineração de dados com árvores de decisão, agrupamento, discretização, seleção de subconjunto de recursos e muito mais.",,,Ativo,http://www.witnessminer.com/,Visualização
MLJAR,13/04/2022   (BRT),"uma plataforma para prototipagem rápida, desenvolvimento e implementação de algoritmos de reconhecimento de padrões.",,,Ativo,https://mljar.com/,Ciência de Dados automatizada
Oculus,13/04/2022   (BRT),oferecendo muitas soluções de software exclusivas e personalizadas para visualização de negócios.,,,Ativo,http://www.oculusinfo.com/,Visualização
FlowingData,13/04/2022   (BRT),"explora como designers, estatísticos e cientistas da computação estão usando dados para nos entender melhor - principalmente por meio da visualização de dados.",,online,Ativo,http://flowingdata.com/,Visualização
Machine Learning in Java (MLJ),13/04/2022   (BRT),um conjunto de ferramentas Java de código aberto para pesquisa em aprendizado de máquina.,Free,,Ativo,http://www.kddresearch.org/Groups/Machine-Learning/MLJ,Suites/Plataformas
High Tower TowerView,13/04/2022   (BRT),apresenta grandes quantidades de dados (até 10.000 parâmetros diferentes) em um ambiente gráfico tridimensional.,,,Ativo,http://www.high-tower.com/,Visualização
InetSoft Visualize Free,13/04/2022   (BRT),um serviço de visualização gratuito baseado na web para filtrar dados multidimensionais.,Free,,Ativo,http://visualizefree.com/,Visualização
Portal for Forecasting with neural networks,13/04/2022   (BRT),"incluindo software, dados e muito mais.",,,Ativo,http://www.neural-forecasting.com/,"Estimativa, regressão e previsão"
AdvancedMiner Social Network Analysis (SNA),13/04/2022   (BRT),"modela as relações sociais entre pessoas, com o objetivo de aprimorar a informação disponível sobre o cliente com um conjunto de estatísticas de redes sociais.",,,Ativo,http://algolytics.com/products/advancedminer-sna/,"Análise de gráficos e redes sociais, links e visualização"
Pentaho,13/04/2022   (BRT),"pacote de BI de código aberto, incluindo relatórios, análises, painéis, integração de dados e mineração de dados.",,,Ativo,http://www.pentaho.com/,"BI, banco de dados e OLAP"
TeSSI®,13/04/2022   (BRT),"componentes de software que realizam indexação semântica, pesquisa semântica, codificação e extração de informações na literatura biomédica.",,,Ativo,http://www.landcglobal.com/,"Análise de texto, mineração de texto e recuperação de informações"
Datamartist,13/04/2022   (BRT),"permite que grandes quantidades de dados de várias fontes sejam combinados, aprimorados e reparados sem a necessidade de desenvolvimento de banco de dados.",,,Ativo,http://www.datamartist.com/,"Transformação de dados, limpeza de dados"
PolyAnalyst,13/04/2022   (BRT),"inclui uma árvore de decisão de ganho de informação entre seus 11 algoritmos. suporta árvore de decisão, regras de lógica difusa e outros algoritmos de classificação. oferece armazenamento em cluster baseado no algoritmo de localização de anomalias (LA). inclui software para análise e visualização de links.",,,Ativo,http://www.megaputer.com/,Cluster e Segmentação
PivotLink,13/04/2022   (BRT),fornecendo soluções federadas de inteligência de negócios OLAP via SaaS (Software as a Service).,,online,Ativo,http://www.pivotlink.com/,"BI, banco de dados e OLAP"
LityxIQ,13/04/2022   (BRT),"um conjunto integrado de ferramentas para realizar facilmente muitas tarefas analíticas, desde a preparação de dados até a geração de relatórios para BI, modelagem e pontuação para otimização linear.",,,Ativo,http://www.lityx.com/,Suites/Plataformas
OmniAnalyser,13/04/2022   (BRT),"contém instrumentação para descoberta automática e análise estatística histórica de redes sociais corporativas com ênfase em diferentes unidades organizacionais (usuários, departamentos, escritórios, países etc.) e visualização de correlação gráfica de dados.",,,Ativo,http://hypersoft.com/analyser.htm,"Análise de gráficos e redes sociais, links e visualização"
Golden Helix Optimus RP,13/04/2022   (BRT),usa Modelagem Recursiva Baseada em Inferência Formal (particionamento recursivo baseado em programação dinâmica) para encontrar relacionamentos complexos em dados e para construir modelos preditivos e de segmentação altamente precisos.,,,Ativo,http://www.goldenhelix.com/,Suites/Plataformas
Yewno Discover,13/04/2022   (BRT),"plataforma aproveita centenas de milhões de conexões semânticas e links conceituais de milhões de artigos acadêmicos, livros e bancos de dados em todos os campos acadêmicos.",,,Ativo,https://www.yewno.com/discover,"Análise de texto, mineração de texto e recuperação de informações"
MemBrain,13/04/2022   (BRT),"um poderoso editor e simulador de rede neural para Microsoft Windows, que oferece suporte a redes neurais de tamanho e arquitetura arbitrários (gratuito para uso privado e não comercial).",,,Ativo,http://www.membrain-nn.de/,Classificação: Rede neural
instantOLAP,13/04/2022   (BRT),Java OLAP baseado na web e mecanismo de relatórios que fornece análise multidimensional de fontes de dados relacionais.,,,Ativo,http://www.instantolap.net/,"BI, banco de dados e OLAP"
CraftML,13/04/2022   (BRT),é uma floresta aleatória baseada em cluster para aprendizado multirrótulo extremo - pode classificar dados em várias categorias,,,Ativo,,Classificação: Abordagens múltiplas
High-D,13/04/2022   (BRT),software de visualização interativa usando analítica multidimensional e coordenadas paralelas.,,,Ativo,http://www.high-d.com/,Visualização
Darwin,13/04/2022   (BRT),"combina aprendizado profundo com algoritmos genéticos, projetados para ajudar cientistas e engenheiros de dados a economizar tempo na escolha de modelos ideais.",,,Ativo,https://www.sparkcognition.com/product/darwin/?utm_campaign=darwin&utm_medium=listing&utm_source=kdnuggets,Ciência de Dados automatizada
WizWhy-OCX,13/04/2022   (BRT),O controle ActiveX inclui todas as funções do produto de localização de regras WizWhy,,,Ativo,http://www.wizsoft.com/,"Bibliotecas, componentes e kits de desenvolvedor"
Goodcalculators,13/04/2022   (BRT),fornece uma variedade de calculadoras matemáticas e estatísticas online.,Free,online,Ativo,https://goodcalculators.com/statistics-calculators/,Análise Estatística
Vitalnet,13/04/2022   (BRT),para analisar conjuntos de dados de saúde.,,,Ativo,http://www.ehdp.com/vitalnet/index.htm,Análise Estatística
Data Applied,13/04/2022   (BRT),"oferece um conjunto abrangente de técnicas de mineração de dados baseadas na web, uma API XML da web e visualizações de dados ricas.",,,Ativo,http://www.data-applied.com/,Suites/Plataformas
KnowledgeMiner,13/04/2022   (BRT),"Software paralelo de 64 bits para a construção autônoma de modelos analíticos preditivos confiáveis ​​a partir de dados barulhentos de alta dimensão, usando excelentes tecnologias de mineração de conhecimento auto-organizadas. Validação de previsão ao vivo para avaliação de estabilidade do modelo. Exportação de modelo para Excel. Localizado para inglês, espanhol, alemão. Livre para tentar.",,,Ativo,http://www.knowledgeminer.eu/about.html,Suites/Plataformas
Visallo,13/04/2022   (BRT),"ajuda analistas e investigadores de todos os tipos a descobrir, visualizar e compreender relacionamentos complexos ocultos em grandes quantidades de dados.",,,Ativo,https://www.visallo.com/,"Análise de gráficos e redes sociais, links e visualização"
123LogAnalyzer,13/04/2022   (BRT),"simples de usar, processamento de alta velocidade, poucos requisitos de espaço em disco, filtragem e mapeamento de IP integrado.",,,Ativo,http://www.123loganalyzer.com/,Análise de mídia social
CleverSet,13/04/2022   (BRT),oferecendo tecnologia de recomendações,,,Ativo,,Serviços de recomendações
Coheris SPAD,13/04/2022   (BRT),"fornece análises exploratórias poderosas e ferramentas de mineração de dados, incluindo PCA, clustering, árvores de decisão interativas, análises discriminantes, redes neurais, mineração de texto e muito mais, tudo por meio de uma interface de usuário amigável.",,,Ativo,http://www.coheris.com/en/analytics/data-mining-software/,Suites/Plataformas
Apache Mahout,13/04/2022   (BRT),um pacote de bibliotecas de aprendizado de máquina projetadas para ser escalonáveis ​​e robustas,Free,,Ativo,http://mahout.apache.org/,"Bibliotecas, componentes e kits de desenvolvedor"
InFlow,13/04/2022   (BRT),software para análise de rede social e análise de rede organizacional.,,,Ativo,http://www.orgnet.com/,"Análise de gráficos e redes sociais, links e visualização"
Viscovery Profiler. Viscovery SOMine,13/04/2022   (BRT),"classificação com orientação de fluxo de trabalho e visualização de classe, com base em mapas auto-organizáveis ​​e estatísticas clássicas.",,,Ativo,http://www.viscovery.net/,Classificação: Abordagens múltiplas
Coding Analysis Toolkit (CAT),13/04/2022   (BRT),"ferramenta de análise de texto gratuita, de código aberto e baseada na web.",Free,,Ativo,http://cat.texifter.com/,"Análise de texto, mineração de texto e recuperação de informações"
Skytree Machine Learning Software,13/04/2022   (BRT),O aprendizado de máquina de nível empresarial usa todos os dados e algoritmos de alto desempenho para construir modelos automatizados para fornecer modelos preditivos mais precisos. Comercial.,,,Ativo,http://www.skytree.net/,Ciência de Dados automatizada
FreeLing,13/04/2022   (BRT),"um conjunto de ferramentas de análise de linguagem de código aberto, GNU GPL.",Free,,Ativo,http://nlp.lsi.upc.edu/freeling/,"Análise de texto, mineração de texto e recuperação de informações"
Plagiarism Software,13/04/2022   (BRT),verificação online gratuita de plágio.,Free,online,Ativo,http://plagiarismsoftware.net/,"Análise de texto, mineração de texto e recuperação de informações"
Loop AI Labs,13/04/2022   (BRT),"fabricante da Loop Cognitive Computing Platform, que combina hardware HPC customizado e software proprietário para automatizar o processamento e a compreensão de dados de texto não estruturados de empresas e organizações.",,,Ativo,http://www.loop.ai/,"Análise de texto, mineração de texto e recuperação de informações"
CART 5.0,13/04/2022   (BRT),"software de árvore de decisão, vários vencedores da Copa KDD. Recursos avançados para mineração de dados, pré-processamento de dados e modelagem preditiva, incluindo ensacamento e arco.",,,Ativo,http://www.salford-systems.com/,Classificação: Árvore de decisão
AgenaRisk,13/04/2022   (BRT),"ferramenta visual, combinando redes Bayesianas e simulação estatística (avaliação gratuita de um mês).",,,Ativo,http://www.agenarisk.com/,Classificação: Bayesiano
opusminer,13/04/2022   (BRT),"um pacote R fornecendo uma interface para o algoritmo OPUS Miner (implementado em C ++) para encontrar as associações-chave nos dados da transação de forma eficiente, na forma de conjuntos de itens auto-suficientes, usando alavancagem ou elevação.",Free,,Ativo,https://cran.r-project.org/package=opusminer,Regras de associação
Visual Insights,13/04/2022   (BRT),oferece uma gama abrangente de soluções de software personalizadas e em pacote para ajudar a rastrear e analisar o desempenho do eBusiness,,,Ativo,http://www.visualinsights.com/,Visualização
TIMi Suite: The Intelligent Mining machine,13/04/2022   (BRT),"uma família de ferramentas GUI autônomas, automatizadas e fáceis de usar para previsão, segmentação e preparação de dados, com alta escalabilidade, velocidade, ROI e precisão de previsão (um dos principais vencedores recorrentes nos copos KDD).",,,Ativo,http://www.business-insight.com/,Suites/Plataformas
ShinyStat,13/04/2022   (BRT),,,,Ativo,http://www.shinystat.com/en/features.html,Análise de mídia social
TEMIS Luxid®,13/04/2022   (BRT),uma solução de Descoberta de Informações atendendo às necessidades de Inteligência da Informação de empresas.,,,Ativo,http://www.temis.com/,"Análise de texto, mineração de texto e recuperação de informações"
VisuMap,13/04/2022   (BRT),ferramentas de visualização de informações para dados não lineares de alta dimensão.,,,Ativo,http://www.visumap.net/,Visualização
TextQuest,13/04/2022   (BRT),software de análise de texto,,,Ativo,http://www.textquest.de/,"Análise de texto, mineração de texto e recuperação de informações"
Ranks.nl,13/04/2022   (BRT),análise de palavras-chave e ferramentas para webmasters.,,online,Ativo,http://ranks.nl/,"Análise de texto, mineração de texto e recuperação de informações"
